id,match_api_id,match_date,away_player_11_name,away_player_11_rating,away_player_11_potential
21852,530127,2008-09-27 00:00:00,Arjen Robben,84,86
21859,530134,2008-10-05 00:00:00,Raul Tamudo,81,86
21870,530205,2008-10-18 00:00:00,Raul,82,89
21883,530218,2008-10-26 00:00:00,Fernando Llorente,72,76
21895,530230,2008-11-02 00:00:00,Raul,82,89
21898,684585,2009-08-29 00:00:00,Ivan Sanchez Riki,77,83
21913,684734,2009-11-07 00:00:00,Karim Benzema,85,91
21923,684755,2009-11-21 00:00:00,Mohammed Tchite,76,79
21934,684766,2009-11-29 00:00:00,Cristiano Ronaldo,89,94
21944,684776,2009-12-05 00:00:00,Albert Crusat,74,78
21955,684787,2009-12-12 00:00:00,Karim Benzema,85,91
21965,684804,2009-12-19 00:00:00,Angel Lafita,78,81
21976,684828,2010-01-03 00:00:00,Cristiano Ronaldo,89,94
21986,684844,2010-01-10 00:00:00,Aritz Aduriz,77,81
21997,684866,2010-01-16 00:00:00,Karim Benzema,85,91
22007,684881,2010-01-24 00:00:00,Felipe Caicedo,74,82
22009,684596,2009-09-12 00:00:00,Karim Benzema,85,91
22018,684885,2010-01-30 00:00:00,Raul,81,89
22029,684907,2010-02-06 00:00:00,Pablo Osvaldo,75,85
22039,684924,2010-02-13 00:00:00,Gonzalo Higuain,82,87
22050,684945,2010-02-21 00:00:00,Nilmar,79,86
22060,684976,2010-02-27 00:00:00,Cristiano Ronaldo,89,93
22071,684999,2010-03-06 00:00:00,Alvaro Negredo,81,86
22081,685014,2010-03-14 00:00:00,Cristiano Ronaldo,89,93
22092,685036,2010-03-20 00:00:00,David Barral,76,79
22102,685055,2010-03-25 00:00:00,Cristiano Ronaldo,89,93
22113,685072,2010-03-28 00:00:00,Diego Forlan,85,87
22119,684609,2009-09-20 00:00:00,Emiliano Daniel Armenteros,67,78
22133,685089,2010-04-04 00:00:00,Cristiano Ronaldo,89,93
22144,685104,2010-04-10 00:00:00,Pedro Rodriguez,78,82
22154,685119,2010-04-15 00:00:00,Cristiano Ronaldo,89,93
22165,685140,2010-04-18 00:00:00,David Villa,88,91
22175,685153,2010-04-24 00:00:00,Cristiano Ronaldo,89,93
22186,685164,2010-05-02 00:00:00,Carlos Reina Aranda,74,75
22196,685179,2010-05-05 00:00:00,Cristiano Ronaldo,89,93
22207,685197,2010-05-08 00:00:00,Gaizka Toquero,70,76
22217,685211,2010-05-16 00:00:00,Cristiano Ronaldo,89,93
22220,684625,2009-09-23 00:00:00,Kaka,88,92
22230,684648,2009-09-26 00:00:00,Nino,77,82
22241,684663,2009-10-04 00:00:00,Karim Benzema,85,91
22251,684681,2009-10-17 00:00:00,Diego Costa,73,79
22262,684699,2009-10-24 00:00:00,Raul,81,89
22272,684713,2009-10-31 00:00:00,Roberto Soldado,78,81
22287,875480,2010-08-29 00:00:00,Gonzalo Higuain,84,87
22293,875668,2010-11-07 00:00:00,Sergio Aguero,84,90
22302,875680,2010-11-14 00:00:00,Gonzalo Higuain,85,87
22312,875692,2010-11-20 00:00:00,Fernando Llorente,82,85
22321,875704,2010-11-29 00:00:00,Karim Benzema,83,88
22331,875718,2010-12-04 00:00:00,Roberto Soldado,82,88
22340,875730,2010-12-12 00:00:00,Karim Benzema,83,88
22350,875744,2010-12-19 00:00:00,Luis Fabiano,84,86
22359,875759,2011-01-03 00:00:00,Karim Benzema,83,88
22369,875785,2011-01-09 00:00:00,Giuseppe Rossi,82,86
22378,875809,2011-01-16 00:00:00,Cristiano Ronaldo,89,94
22397,875513,2010-09-11 00:00:00,Carlos Reina Aranda,73,75
22407,875842,2011-01-23 00:00:00,Pierre Webo,75,78
22417,875866,2011-01-30 00:00:00,Karim Benzema,83,88
22426,875891,2011-02-06 00:00:00,Raul Tamudo,74,87
22436,875914,2011-02-13 00:00:00,Emmanuel Adebayor,83,88
22445,875935,2011-02-19 00:00:00,Valdo,74,81
22455,875716,2011-02-26 00:00:00,Karim Benzema,83,88
22464,875752,2011-03-03 00:00:00,Juanmi,68,77
22474,875786,2011-03-06 00:00:00,Emmanuel Adebayor,83,88
22483,875840,2011-03-12 00:00:00,Javier Portillo,71,73
22493,875880,2011-03-19 00:00:00,Cristiano Ronaldo,89,93
22506,875547,2010-09-18 00:00:00,Gonzalo Higuain,85,87
22512,875912,2011-04-02 00:00:00,David Barral,71,79
22522,875952,2011-04-09 00:00:00,Gonzalo Higuain,85,87
22531,875970,2011-04-16 00:00:00,David Villa,88,91
22541,875988,2011-04-23 00:00:00,Karim Benzema,83,88
22550,876003,2011-04-30 00:00:00,Ikechukwu Uche,73,82
22560,875531,2011-05-07 00:00:00,Karim Benzema,83,88
22569,875501,2011-05-10 00:00:00,Adrian Colunga,73,81
22579,875471,2011-05-15 00:00:00,Karim Benzema,83,88
22588,875447,2011-05-21 00:00:00,Kalu Uche,75,80
22606,875562,2010-09-21 00:00:00,Sergio Garcia,74,84
22615,875576,2010-09-25 00:00:00,Gonzalo Higuain,85,87
22625,875592,2010-10-03 00:00:00,Lassad Nouioui,71,82
22634,875611,2010-10-16 00:00:00,Gonzalo Higuain,85,87
22644,875628,2010-10-23 00:00:00,Markus Rosenberg,74,80
22653,875646,2010-10-30 00:00:00,Gonzalo Higuain,85,87
22659,1051459,2012-01-22 00:00:00,Iker Muniain,78,82
22673,1051744,2011-10-26 00:00:00,Giuseppe Rossi,85,87
22681,1051752,2011-10-29 00:00:00,Gonzalo Higuain,85,87
22696,1051767,2011-11-06 00:00:00,Ibrahima Balde,68,77
22703,1051774,2011-11-19 00:00:00,Cristiano Ronaldo,92,94
22713,1051784,2011-11-26 00:00:00,Adrian Lopez,75,81
22725,1051796,2011-12-03 00:00:00,Gonzalo Higuain,85,87
22737,1051808,2011-12-10 00:00:00,Alexis Sanchez,86,88
22742,1051813,2011-12-17 00:00:00,Karim Benzema,84,87
22750,1052021,2012-01-07 00:00:00,Odion Ighalo,68,74
22760,1051821,2012-01-14 00:00:00,Karim Benzema,84,87
22776,1051622,2011-08-28 00:00:00,Karim Benzema,83,88
22782,1051833,2012-05-02 00:00:00,Gonzalo Higuain,85,87
22791,1051842,2012-01-28 00:00:00,Carlos Reina Aranda,71,71
22801,1051852,2012-02-04 00:00:00,Karim Benzema,84,87
22809,1051860,2012-02-12 00:00:00,Arouna Kone,73,74
22819,1051870,2012-02-18 00:00:00,Khouma Babacar,72,80
22834,1051885,2012-02-26 00:00:00,Gonzalo Higuain,85,87
22846,1051897,2012-03-04 00:00:00,Alvaro Vazquez,73,76
22852,1051903,2012-03-10 00:00:00,Gonzalo Higuain,85,87
22863,1051914,2012-03-18 00:00:00,Jose Salomon Rondon,77,81
22873,1051924,2012-03-21 00:00:00,Cristiano Ronaldo,92,94
22886,1051677,2011-09-10 00:00:00,Miku,74,76
22891,1051932,2012-03-24 00:00:00,Imanol Agirretxe,71,72
22906,1051947,2012-03-31 00:00:00,Gonzalo Higuain,85,87
22911,1051952,2012-04-08 00:00:00,Aritz Aduriz,78,78
22923,1051964,2012-04-11 00:00:00,Karim Benzema,86,88
22930,1051971,2012-04-14 00:00:00,Gaston Sangoy,69,74
22940,1051981,2012-04-21 00:00:00,Karim Benzema,86,88
22957,1051998,2012-04-29 00:00:00,Alvaro Negredo,81,85
22967,1052008,2012-05-05 00:00:00,Karim Benzema,86,88
22975,1052016,2012-05-13 00:00:00,Victor Casadesus,71,73
22984,1051685,2011-09-18 00:00:00,Karim Benzema,84,87
22989,1051690,2011-09-21 00:00:00,Karim Benzema,84,87
22999,1051700,2011-09-24 00:00:00,Raul Tamudo,74,74
23016,1051717,2011-10-02 00:00:00,Gonzalo Higuain,85,87
23027,1051728,2011-10-15 00:00:00,Alvaro Vadillo,64,78
23033,1051734,2011-10-22 00:00:00,Gonzalo Higuain,85,87
23039,1259332,2012-08-19 00:00:00,Roberto Soldado,84,87
23055,1260147,2012-11-03 00:00:00,Helder Postiga,75,75
23064,1260177,2012-11-11 00:00:00,Cristiano Ronaldo,92,94
23074,1260203,2012-11-17 00:00:00,Aritz Aduriz,77,77
23083,1260225,2012-11-24 00:00:00,Karim Benzema,87,87
23093,1260262,2012-12-01 00:00:00,Diego Costa,78,81
23102,1260235,2012-12-08 00:00:00,Karim Benzema,87,87
23108,1260272,2012-12-16 00:00:00,Sergio Garcia,76,76
23121,1260304,2012-12-22 00:00:00,Karim Benzema,87,87
23131,1260319,2013-01-06 00:00:00,Diego Ifran,70,78
23140,1260331,2013-01-12 00:00:00,Gonzalo Higuain,85,87
23156,1259985,2012-08-26 00:00:00,Gonzalo Higuain,85,87
23165,1259981,2013-01-20 00:00:00,Gonzalo Higuain,85,87
23176,1260005,2013-01-27 00:00:00,Adrian Colunga,71,75
23186,1260026,2013-02-02 00:00:00,Gonzalo Higuain,85,87
23197,1260048,2013-02-09 00:00:00,Jose Antonio Reyes,81,83
23207,1260067,2013-02-17 00:00:00,Leo Baptistao,75,80
23217,1260088,2013-02-23 00:00:00,Gonzalo Higuain,84,87
23226,1260112,2013-03-02 00:00:00,David Villa,83,83
23236,1260144,2013-03-10 00:00:00,Karim Benzema,86,87
23245,1260170,2013-03-16 00:00:00,Victor Casadesus,72,72
23255,1260196,2013-03-30 00:00:00,Gonzalo Higuain,85,87
23266,1260004,2012-09-02 00:00:00,Antonio Floro Flores,76,76
23274,1260223,2013-04-06 00:00:00,Robert Acquafresca,73,77
23284,1260131,2013-04-14 00:00:00,Karim Benzema,85,87
23293,1260160,2013-04-20 00:00:00,Ruben Castro,79,79
23303,1260202,2013-04-27 00:00:00,Karim Benzema,85,87
23312,1260241,2013-05-04 00:00:00,Javi Guerra,73,73
23322,1260283,2013-05-11 00:00:00,Gonzalo Higuain,85,87
23331,1260247,2013-05-08 00:00:00,Roque Santa Cruz,75,75
23341,1260278,2013-05-26 00:00:00,Gonzalo Higuain,84,87
23351,1260303,2013-06-01 00:00:00,Joseba Llorente,69,69
23367,1260022,2012-09-15 00:00:00,Gonzalo Higuain,85,87
23377,1260044,2012-09-24 00:00:00,Karim Benzema,87,87
23387,1260063,2012-09-30 00:00:00,Ivan Sanchez Riki,73,73
23396,1260080,2012-10-07 00:00:00,Karim Benzema,87,87
23406,1260097,2012-10-20 00:00:00,Michael Krohn-Dehli,73,73
23415,1260121,2012-10-28 00:00:00,Gonzalo Higuain,85,87
23419,1505556,2013-08-18 00:00:00,Jorge Molina,75,75
23434,1505908,2013-10-26 00:00:00,Angel Di Maria,86,88
23444,1505918,2013-10-30 00:00:00,Carlos Bacca,76,79
23455,1505929,2013-11-02 00:00:00,Cristiano Ronaldo,92,95
23465,1505939,2013-11-09 00:00:00,Haris Seferovic,74,81
23476,1505950,2013-11-23 00:00:00,Karim Benzema,85,87
23486,1505960,2013-11-30 00:00:00,Javi Guerra,74,74
23497,1505971,2013-12-14 00:00:00,Karim Benzema,85,87
23507,1505981,2013-12-22 00:00:00,Karim Benzema,85,87
23517,1505991,2014-01-06 00:00:00,Fabian Orellana,72,75
23526,1506000,2014-01-12 00:00:00,Karim Benzema,85,87
23530,1505574,2013-08-26 00:00:00,Karim Benzema,85,87
23539,1506003,2014-01-18 00:00:00,Cristiano Ronaldo,92,95
23550,1506014,2014-01-25 00:00:00,Yacine Brahimi,73,81
23560,1506024,2014-02-02 00:00:00,Karim Benzema,85,87
23571,1506035,2014-02-08 00:00:00,Giovani dos Santos,80,83
23581,1506045,2014-02-16 00:00:00,Jese Rodriguez,76,83
23592,1506056,2014-02-22 00:00:00,Manu del Moral,73,73
23602,1506066,2014-03-02 00:00:00,Cristiano Ronaldo,92,92
23613,1506077,2014-03-09 00:00:00,David Barral,73,73
23623,1506087,2014-03-15 00:00:00,Cristiano Ronaldo,92,92
23634,1506098,2014-03-23 00:00:00,Andres Iniesta,89,91
23640,1505584,2013-09-01 00:00:00,Iker Muniain,77,85
23654,1506108,2014-03-26 00:00:00,Cristiano Ronaldo,92,92
23665,1506119,2014-03-29 00:00:00,Joaquin Larrivey,71,71
23675,1506129,2014-04-05 00:00:00,Gareth Bale,87,91
23686,1506140,2014-04-12 00:00:00,Helder Barbosa,74,79
23696,1506150,2014-05-07 00:00:00,Cristiano Ronaldo,92,92
23707,1506161,2014-04-26 00:00:00,Oriol Riera,71,75
23717,1506171,2014-05-04 00:00:00,Francisco Alcacer,75,83
23727,1506181,2014-05-11 00:00:00,Alvaro Morata,76,82
23736,1506190,2014-05-17 00:00:00,Sergio Garcia,76,76
23741,1505595,2013-09-14 00:00:00,Karim Benzema,85,87
23751,1505855,2013-09-22 00:00:00,Miku,71,71
23762,1505866,2013-09-25 00:00:00,Karim Benzema,85,87
23772,1505876,2013-09-28 00:00:00,David Villa,83,83
23783,1505887,2013-10-05 00:00:00,Karim Benzema,85,87
23793,1505897,2013-10-19 00:00:00,Mounir El Hamdaoui,74,74
23806,1778042,2014-08-25 00:00:00,Mike Havenaar,71,72
23816,1778132,2014-11-01 00:00:00,Cristiano Ronaldo,92,92
23826,1778142,2014-11-08 00:00:00,Leo Baptistao,76,81
23837,1778153,2014-11-22 00:00:00,Cristiano Ronaldo,92,92
23847,1778163,2014-11-29 00:00:00,Cristiano Ronaldo,92,92
23857,1778173,2014-12-06 00:00:00,Nolito,79,79
23866,1778182,2014-12-12 00:00:00,Cristiano Ronaldo,92,92
23876,1778192,2015-02-04 00:00:00,Vitolo,77,80
23885,1778201,2015-01-04 00:00:00,Cristiano Ronaldo,92,92
23895,1778211,2015-01-10 00:00:00,Felipe Caicedo,75,80
23904,1778220,2015-01-18 00:00:00,Cristiano Ronaldo,92,92
23912,1778048,2014-08-31 00:00:00,James Rodriguez,83,89
23921,1778227,2015-01-24 00:00:00,Cristiano Ronaldo,92,92
23932,1778238,2015-01-31 00:00:00,Carlos Vela,83,86
23942,1778248,2015-02-07 00:00:00,Cristiano Ronaldo,92,92
23953,1778259,2015-02-14 00:00:00,Oriol Riera,70,70
23963,1778269,2015-02-22 00:00:00,Cristiano Ronaldo,92,92
23974,1778280,2015-03-01 00:00:00,Giovani dos Santos,81,84
23984,1778290,2015-03-07 00:00:00,Cristiano Ronaldo,92,92
23995,1778301,2015-03-15 00:00:00,Kalu Uche,72,72
24005,1778311,2015-03-22 00:00:00,Cristiano Ronaldo,92,92
24016,1778322,2015-04-05 00:00:00,Youssef El Arabi,75,75
24022,1778058,2014-09-13 00:00:00,Mario Mandzukic,83,83
24036,1778332,2015-04-08 00:00:00,Cristiano Ronaldo,92,92
24047,1778343,2015-04-11 00:00:00,Manu del Moral,74,74
24057,1778353,2015-04-18 00:00:00,Juanmi,71,77
24067,1778363,2015-04-26 00:00:00,Cristiano Ronaldo,92,92
24076,1778372,2015-04-29 00:00:00,Tommer Hemed,73,77
24086,1778382,2015-05-02 00:00:00,Cristiano Ronaldo,92,92
24095,1778391,2015-05-09 00:00:00,Pablo Piatti,80,84
24105,1778401,2015-05-17 00:00:00,Cristiano Ronaldo,92,92
24114,1778410,2015-05-23 00:00:00,Fredy Hinestroza,67,72
24123,1778069,2014-09-20 00:00:00,Cristiano Ronaldo,92,92
24133,1778079,2014-09-23 00:00:00,Jonathas,72,76
24144,1778090,2014-09-27 00:00:00,Cristiano Ronaldo,92,92
24154,1778100,2014-10-05 00:00:00,Guillermo,67,79
24165,1778111,2014-10-18 00:00:00,Cristiano Ronaldo,92,92
24175,1778121,2014-10-25 00:00:00,Neymar,86,91
24185,2030089,2015-08-23 00:00:00,Jese Rodriguez,76,83
24191,2030175,2015-10-31 00:00:00,Willian Jose,71,79
24200,2030184,2015-11-08 00:00:00,Gareth Bale,87,89
24210,2030194,2015-11-21 00:00:00,Neymar,88,93
24219,2030204,2015-11-29 00:00:00,James Rodriguez,87,93
24229,2030214,2015-12-05 00:00:00,Alvaro Vazquez,74,80
24238,2030223,2015-12-13 00:00:00,Karim Benzema,86,87
24248,2030233,2015-12-20 00:00:00,Javi Guerra,74,74
24258,2030243,2015-12-30 00:00:00,Jonathas,79,81
24269,2030254,2016-01-03 00:00:00,Cristiano Ronaldo,93,93
24279,2030264,2016-01-09 00:00:00,Lucas Perez,78,79
24295,2030099,2015-08-29 00:00:00,Ruben Castro,78,78
24305,2030355,2016-01-17 00:00:00,Guerrero,72,76
24315,2030365,2016-01-24 00:00:00,Cristiano Ronaldo,93,93
24324,2030374,2016-01-31 00:00:00,Mamadou Sylla,66,75
24334,2030384,2016-02-07 00:00:00,Cristiano Ronaldo,93,93
24343,2030393,2016-02-13 00:00:00,Aritz Aduriz,82,82
24353,2030403,2016-02-21 00:00:00,Isco,84,89
24362,2030412,2016-02-27 00:00:00,Antoine Griezmann,84,89
24372,2030422,2016-03-02 00:00:00,Cristiano Ronaldo,93,93
24381,2030431,2016-03-05 00:00:00,Iago Aspas,78,78
24391,2030441,2016-03-13 00:00:00,Gareth Bale,87,89
24404,2030108,2015-09-12 00:00:00,Karim Benzema,85,87
24410,2030450,2016-03-20 00:00:00,Kevin Gameiro,79,79
24420,2030460,2016-04-02 00:00:00,Cristiano Ronaldo,93,93
24429,2030469,2016-04-09 00:00:00,Sergi Enrich,71,73
24439,2030479,2016-04-16 00:00:00,Cristiano Ronaldo,93,93
24448,2030488,2016-04-20 00:00:00,Cedric Bakambu,79,83
24458,2030498,2016-04-23 00:00:00,Jese Rodriguez,78,85
24468,2030508,2016-04-30 00:00:00,Lucas Vazquez,78,83
24479,2030519,2016-05-08 00:00:00,Francisco Alcacer,80,86
24489,2030529,2016-05-14 00:00:00,Cristiano Ronaldo,93,93
24504,2030118,2015-09-19 00:00:00,Youssef El Arabi,74,74
24513,2030127,2015-09-23 00:00:00,Karim Benzema,86,88
24523,2030137,2015-09-26 00:00:00,Nordin Amrabat,78,78
24532,2030146,2015-10-04 00:00:00,Cristiano Ronaldo,93,93
24542,2030156,2015-10-17 00:00:00,Deyverson,76,82
24551,2030165,2015-10-24 00:00:00,Jese Rodriguez,78,85
